supergrp	grp	accNo	descr
EXDO_bicyclic_substrates	XXXIII	WP_016745881	WP_016745881|Sphingomonas_wittichii|Non
EXDO_bicyclic_substrates	XXXIII	YP_001262346	YP_001262346|Sphingomonas_wittichii_RW1|Dhb
EXDO_bicyclic_substrates	XXXIII	WP_019528278	WP_019528278|Dasania_marina|Non
EXDO_bicyclic_substrates	XXX	ZP_01626269	ZP_01626269|marine_gamma_proteobacterium_HTCC2080|Non
EXDO_bicyclic_substrates	XXX	WP_009470530	WP_009470530|gamma_proteobacterium_HIMB55|Non
EXDO_bicyclic_substrates	XXX	WP_009576803	WP_009576803|gamma_proteobacterium_IMCC3088|Non
EXDO_bicyclic_substrates	XXX	YP_003811962	YP_003811962|gamma_proteobacterium_HdN1|Non
EXDO_bicyclic_substrates	XXX	WP_020584950	WP_020584950|Endozoicomonas_elysicola|Non
EXDO_bicyclic_substrates	XXX	AF190705	AF190705|Pseudomonas_sp_SY5|Dhb
EXDO_bicyclic_substrates	XXX	WP_007951370	WP_007951370|Pseudomonas_sp_GM25|Non
EXDO_bicyclic_substrates	XXX	YP_007028697	YP_007028697|Pseudomonas_sp_UW4|Non
EXDO_bicyclic_substrates	XXX	WP_008004392	WP_008004392|Pseudomonas_sp_GM49|Non
EXDO_bicyclic_substrates	XXX	WP_003453674	WP_003453674|Pseudomonas_pseudoalcaligenes|Non
EXDO_bicyclic_substrates	XXX	BAA21736	BAA21736|Pseudomonas_sp_CA10|Abd
EXDO_bicyclic_substrates	XXX	WP_020295125	WP_020295125|Pseudomonas_sp_CF161|Non
EXDO_bicyclic_substrates	XXX	YP_001166032	YP_001166032|Novosphingobium_aromaticivorans_DSM_12444|Non
EXDO_bicyclic_substrates	XXX	WP_010125671	WP_010125671|Sphingomonas_sp_KC8|Non
EXDO_bicyclic_substrates	XXX	WP_020649956	WP_020649956|Singularimonas_variicoloris|Non
EXDO_bicyclic_substrates	XXX	WP_007187191	WP_007187191|Hydrocarboniphaga_effusa|Non
EXDO_bicyclic_substrates	XXX	ZP_03544505	ZP_03544505|Comamonas_testosteroni_KF-1|Non
EXDO_bicyclic_substrates	XXX	BAB15809	BAB15809|Comamonas_testosteroni_TA441|Dha
EXDO_bicyclic_substrates	XXX	WP_020653292	WP_020653292|Massilia_niastensis|Non
EXDO_bicyclic_substrates	XXX	YP_339423	YP_339423|Pseudoalteromonas_haloplanktis_TAC125|Non
EXDO_bicyclic_substrates	XXX	YP_001674342	YP_001674342|Shewanella_halifaxensis_HAW-EB4|Non
EXDO_bicyclic_substrates	XXX	WP_010324685	WP_010324685|Marinobacterium_stanieri|Non
EXDO_bicyclic_substrates	XXX	WP_008568675	WP_008568675|Pseudomonas_sp_Chol1|Non
EXDO_bicyclic_substrates	XXX	EPZ14769	EPZ14769|Thauera_terpenica_58Eu|Non
EXDO_bicyclic_substrates	XXX	WP_002925193	WP_002925193|Thauera_sp_28|Non
EXDO_bicyclic_substrates	XXX	WP_018991395	WP_018991395|Azoarcus_toluclasticus|Non
EXDO_bicyclic_substrates	XXX	WP_019690343	WP_019690343|Pseudomonas_fluorescens|Non
EXDO_bicyclic_substrates	XXX	WP_016781121	WP_016781121|Pseudomonas_fragi|Non
EXDO_bicyclic_substrates	XXX	WP_019826428	WP_019826428|Pseudomonas_sp_CF149|Non
EXDO_bicyclic_substrates	XXX	WP_003445129	WP_003445129|Pseudomonas_sp_Lz4W|Non
EXDO_bicyclic_substrates	XXX	WP_008056575	WP_008056575|Pseudomonas_sp_GM78|Non
EXDO_bicyclic_substrates	XXX	YP_008094629	YP_008094629|Pseudomonas_putida_H8234|Non
EXDO_bicyclic_substrates	XXX	WP_008020818	WP_008020818|Pseudomonas_sp_GM55|Non
EXDO_bicyclic_substrates	XXX	WP_007948442	WP_007948442|Pseudomonas_sp_GM21|Non
EXDO_bicyclic_substrates	XXX	WP_008090776	WP_008090776|Pseudomonas_sp_GM84|Non
EXDO_bicyclic_substrates	XXX	AFH35120	AFH35120|Pseudomonas_sp_DOC19|Dha
EXDO_bicyclic_substrates	XXX	AFH35122	AFH35122|Pseudomonas_sp_DOC21|Dha
EXDO_bicyclic_substrates	XXX	WP_017329471	WP_017329471|Burkholderia_pyrrocinia|Non
EXDO_bicyclic_substrates	XXX	YP_002234249	YP_002234249|Burkholderia_cenocepacia_J2315|Non
EXDO_bicyclic_substrates	XXX	WP_009695641	WP_009695641|Burkholderia_sp_TJI49|Non
EXDO_bicyclic_substrates	XXX	ZP_02892610	ZP_02892610|Burkholderia_ambifaria_IOP40-10|Non
EXDO_bicyclic_substrates	XXX	YP_006618163	YP_006618163|Burkholderia_cepacia_GG4|Non
EXDO_bicyclic_substrates	XXX	EPX94669	EPX94669|Ralstonia_sp_AU12-08|Non
EXDO_bicyclic_substrates	XXX	WP_006158106	WP_006158106|Cupriavidus_basilensis|Non
EXDO_bicyclic_substrates	XXX	WP_019449458	WP_019449458|Cupriavidus_sp_BIS7|Non
EXDO_bicyclic_substrates	XXX	WP_018009061	WP_018009061|Cupriavidus_taiwanensis|Non
EXDO_bicyclic_substrates	XXX	YP_001796927	YP_001796927|Cupriavidus_taiwanensis|Non
EXDO_bicyclic_substrates	XXX	YP_295767	YP_295767|Ralstonia_eutropha_JMP134|Non
EXDO_bicyclic_substrates	XXX	YP_004680812	YP_004680812|Cupriavidus_necator_N-1|Non
EXDO_bicyclic_substrates	XXX	YP_728816	YP_728816|Ralstonia_eutropha_H16|Non
EXDO_bicyclic_substrates	XXXI	WP_008249020	WP_008249020|gamma_proteobacterium_BDW918|Non
EXDO_bicyclic_substrates	XXXI	YP_001262325	YP_001262325|Sphingomonas_wittichii_RW1|Dhb
EXDO_bicyclic_substrates	XXXI	WP_008520817	WP_008520817|alpha_proteobacterium_IMCC14465|Non
EXDO_bicyclic_substrates	XXXI	ZP_05095182	ZP_05095182|marine_gamma_proteobacterium_HTCC2148|Non
EXDO_bicyclic_substrates	XXXI	WP_008491838	WP_008491838|SAR86_cluster_bacterium_SAR86E|Non
EXDO_bicyclic_substrates	XXXI	YP_001263782	YP_001263782|Sphingomonas_wittichii_RW1|Dhb
EXDO_bicyclic_substrates	XXXI	WP_010125411	WP_010125411|Sphingomonas_sp_KC8|Non
EXDO_bicyclic_substrates	XXXI	YP_007615278	YP_007615278|Sphingomonas_sp_MM-1|Non
EXDO_bicyclic_substrates	XXXI	YP_004538220	YP_004538220|Novosphingobium_sp_PP1Y|Non
EXDO_bicyclic_substrates	XXXI	WP_010124548	WP_010124548|Sphingomonas_sp_KC8|Non
EXDO_bicyclic_substrates	XXXI	YP_001166135	YP_001166135|Novosphingobium_aromaticivorans_DSM_12444|Non
EXDO_bicyclic_substrates	XXXVI	BAD10896	BAD10896|Rhodococcus_rhodochrous_K37|Dhb
EXDO_bicyclic_substrates	XXXVI	WP_020105373	WP_020105373|Nocardia_sp_348MFTsu5_1|Non
EXDO_bicyclic_substrates	XXXVI	WP_019068097	WP_019068097|Streptomyces_sp_R1-NS-10|Non
EXDO_bicyclic_substrates	XXXVI	WP_020129757	WP_020129757|Streptomyces_sp_303MFCol5_2|Non
EXDO_bicyclic_substrates	XXXVI	WP_006380048	WP_006380048|Streptomyces_turgidiscabies|Non
EXDO_bicyclic_substrates	XXXVI	ZP_06831336	ZP_06831336|Rhodococcus_equi_ATCC_33707|Non
EXDO_bicyclic_substrates	XXXVI	WP_020500458	WP_020500458|Sciscionella_marina|Non
EXDO_bicyclic_substrates	XXXVII	WP_016576383	WP_016576383|Streptomyces_albulus|Non
EXDO_bicyclic_substrates	XXXVII	WP_017236373	WP_017236373|Streptomyces_sp_SS|Non
EXDO_bicyclic_substrates	XXXVII	WP_007632974	WP_007632974|Dietzia_cinnamea|Non
EXDO_bicyclic_substrates	XXXVII	WP_016469747	WP_016469747|Streptomyces_sp_HPH0547|Non
EXDO_bicyclic_substrates	XXXVII	BAF48128	BAF48128|Rhodococcus_rhodochrous_K37|Dhb
EXDO_bicyclic_substrates	XXXVII	WP_016692879	WP_016692879|Rhodococcus_rhodochrous|Non
EXDO_bicyclic_substrates	XXXVII	YP_120311	YP_120311|Nocardia_farcinica_IFM_10152|Non
EXDO_bicyclic_substrates	XXXVII	ZP_05481132	ZP_05481132|Streptomyces_sp_AA4|Non
EXDO_bicyclic_substrates	XXXVII	WP_006865420	WP_006865420|Gordonia_namibiensis|Non
EXDO_bicyclic_substrates	XXXVII	YP_708207	YP_708207|Rhodococcus_jostii_RHA1|Non
EXDO_bicyclic_substrates	XXXVII	WP_004023215	WP_004023215|Gordonia_terrae|Non
EXDO_bicyclic_substrates	XXXVII	WP_020109223	WP_020109223|Nocardia_sp_348MFTsu5_1|Non
EXDO_bicyclic_substrates	XXXVII	YP_005001975	YP_005001975|Mycobacterium_rhodesiae_NBB3|Non
EXDO_bicyclic_substrates	XXXVII	YP_882207	YP_882207|Mycobacterium_avium_104|Non
EXDO_bicyclic_substrates	XXXVII	ZP_05227906	ZP_05227906|Mycobacterium_intracellulare_ATCC_13950|Non
EXDO_bicyclic_substrates	XXXVII	WP_003923186	WP_003923186|Mycobacterium_xenopi|Non
EXDO_bicyclic_substrates	XXXVII	WP_007775762	WP_007775762|Mycobacterium_colombiense|Non
EXDO_bicyclic_substrates	XXXVII	ZP_06847237	ZP_06847237|Mycobacterium_parascrofulaceum_ATCC_BAA-614|Non
EXDO_bicyclic_substrates	XXXVII	WP_005144235	WP_005144235|Mycobacterium_rhodesiae|Non
EXDO_bicyclic_substrates	XXXVII	WP_020103746	WP_020103746|Mycobacterium_sp_360MFTsu5_1|Non
EXDO_bicyclic_substrates	XXXVII	YP_001135805	YP_001135805|Mycobacterium_gilvum_PYR-GCK|Non
EXDO_bicyclic_substrates	XXXVII	YP_953703	YP_953703|Mycobacterium_vanbaalenii_PYR-1|Non
EXDO_bicyclic_substrates	XXXVII	WP_003929032	WP_003929032|Mycobacterium_vaccae|Non
EXDO_bicyclic_substrates	XXXVII	YP_887211	YP_887211|Mycobacterium_smegmatis_str_MC2_155|Non
EXDO_bicyclic_substrates	XXXVII	YP_004525504	YP_004525504|Mycobacterium_sp_JDM601|Non
EXDO_bicyclic_substrates	XXXVII	WP_003887667	WP_003887667|Mycobacterium_phlei|Non
EXDO_bicyclic_substrates	XXXVII	WP_006241136	WP_006241136|Mycobacterium_tusciae|Non
EXDO_bicyclic_substrates	XXXVII	YP_007293816	YP_007293816|Mycobacterium_smegmatis_JS623|Non
EXDO_bicyclic_substrates	XXXVII	YP_637494	YP_637494|Mycobacterium_sp_MCS|Non
EXDO_bicyclic_substrates	XXXVII	WP_020102753	WP_020102753|Mycobacterium_sp_360MFTsu5_1|Non
EXDO_bicyclic_substrates	XXXVII	WP_003883153	WP_003883153|Mycobacterium_fortuitum|Non
EXDO_bicyclic_substrates	XXXVII	YP_006452068	YP_006452068|Mycobacterium_chubuense_NBB4|Non
EXDO_bicyclic_substrates	XXXVII	WP_005144245	WP_005144245|Mycobacterium_rhodesiae|Non
EXDO_bicyclic_substrates	XXXVII	WP_005078333	WP_005078333|Mycobacterium_abscessus|Non
EXDO_bicyclic_substrates	XXXVII	WP_003925889	WP_003925889|Mycobacterium_thermoresistibile|Non
EXDO_bicyclic_substrates	XXXVII	WP_005627063	WP_005627063|Mycobacterium_hassiacum|Non
EXDO_bicyclic_substrates	XXXVII	YP_001700830	YP_001700830|Mycobacterium_abscessus_ATCC_19977|Non
EXDO_bicyclic_substrates	XXXVII	WP_003938396	WP_003938396|Rhodococcus_ruber|Non
EXDO_bicyclic_substrates	XXXVII	WP_010593244	WP_010593244|Rhodococcus_sp_P14|Non
EXDO_bicyclic_substrates	XXXVII	YP_005284495	YP_005284495|Gordonia_polyisoprenivorans_VH2|Non
EXDO_bicyclic_substrates	XXXVII	WP_008378564	WP_008378564|Gordonia_malaquae|Non
EXDO_bicyclic_substrates	XXXVII	WP_009680988	WP_009680988|Gordonia_neofelifaecis|Non
EXDO_bicyclic_substrates	XXXVII	WP_018177220	WP_018177220|Gordonia_kroppenstedtii|Non
EXDO_bicyclic_substrates	XXXVII	BAA25603	BAA25603|Rhodococcus_erythropolis_TA421|Dhb
EXDO_bicyclic_substrates	XXXVII	WP_010838160	WP_010838160|Rhodococcus_rhodnii|Non
EXDO_bicyclic_substrates	XXXVII	WP_007532856	WP_007532856|Rhodococcus_triatomae|Non
EXDO_bicyclic_substrates	XXXVII	ZP_06830457	ZP_06830457|Rhodococcus_equi_ATCC_33707|Non
EXDO_bicyclic_substrates	XXXVII	WP_016934459	WP_016934459|Rhodococcus_sp_R1101|Non
EXDO_bicyclic_substrates	XXXVII	YP_005263828	YP_005263828|Nocardia_cyriacigeorgica_GUH-2|Non
EXDO_bicyclic_substrates	XXXVII	YP_702451	YP_702451|Rhodococcus_jostii_RHA1|Non
EXDO_bicyclic_substrates	XXXVII	WP_019047440	WP_019047440|Nocardia_asteroides|Non
EXDO_bicyclic_substrates	XXXVII	WP_016695949	WP_016695949|Rhodococcus_rhodochrous|Non
EXDO_bicyclic_substrates	XXXVII	ZP_06827749	ZP_06827749|Rhodococcus_equi_ATCC_33707|Non
EXDO_bicyclic_substrates	XXXVII	WP_007538555	WP_007538555|Rhodococcus_triatomae|Non
EXDO_bicyclic_substrates	XXXVII	BAF48123	BAF48123|Rhodococcus_rhodochrous_K37|Dhb
EXDO_bicyclic_substrates	XXXVII	WP_006553084	WP_006553084|Rhodococcus_pyridinivorans|Non
EXDO_bicyclic_substrates	XXXVII	WP_016933461	WP_016933461|Rhodococcus_sp_R1101|Non
EXDO_bicyclic_substrates	XXXVII	WP_005198618	WP_005198618|Gordonia_rubripertincta|Non
EXDO_bicyclic_substrates	XXXVII	WP_010837219	WP_010837219|Rhodococcus_rhodnii|Non
EXDO_bicyclic_substrates	XXXVII	WP_020109185	WP_020109185|Nocardia_sp_348MFTsu5_1|Non
EXDO_bicyclic_substrates	XXXVII	WP_005193966	WP_005193966|Gordonia_rubripertincta|Non
EXDO_bicyclic_substrates	XXXVII	ZP_06830846	ZP_06830846|Rhodococcus_equi_ATCC_33707|Non
EXDO_bicyclic_substrates	XXXVII	BAF48137	BAF48137|Rhodococcus_rhodochrous_K37|Dhb
EXDO_bicyclic_substrates	XXXVII	AAS55955	AAS55955|Rhodococcus_pyridinivorans_r04|Dhb
EXDO_bicyclic_substrates	XXXVII	YP_002768613	YP_002768613|Rhodococcus_erythropolis_PR4|Non
EXDO_bicyclic_substrates	XXXVII	ZP_04382999	ZP_04382999|Rhodococcus_erythropolis_SK121|Non
EXDO_bicyclic_substrates	XXXVII	WP_017679866	WP_017679866|Rhodococcus_ruber|Non
EXDO_bicyclic_substrates	XXXVII	WP_005255664	WP_005255664|Rhodococcus_opacus|Non
EXDO_bicyclic_substrates	XXXVII	YP_002783056	YP_002783056|Rhodococcus_opacus_B4|Non
EXDO_bicyclic_substrates	XXXVII	WP_019810002	WP_019810002|Saccharomonospora_halophila|Non
EXDO_bicyclic_substrates	XXXVII	WP_018555109	WP_018555109|Streptomyces_sp_ATexAB-D23|Non
EXDO_bicyclic_substrates	XXXVII	WP_020636325	WP_020636325|Amycolatopsis_alba|Non
EXDO_bicyclic_substrates	XXXVII	ABH06543	ABH06543|Arthrobacter_sp_PJ3|Dhb
EXDO_bicyclic_substrates	XXXVII	WP_007269413	WP_007269413|Arthrobacter_gangotriensis|Non
EXDO_bicyclic_substrates	XXXVII	YP_003301090	YP_003301090|Thermomonospora_curvata_DSM_43183|Non
EXDO_bicyclic_substrates	XXXVII	WP_020500489	WP_020500489|Sciscionella_marina|Non
EXDO_bicyclic_substrates	XXXVII	WP_019547389	WP_019547389|Streptomyces_sulphureus|Non
EXDO_bicyclic_substrates	XXXVII	WP_016910220	WP_016910220|Streptomyces_sulphureus|Non
EXDO_bicyclic_substrates	XXXVII	WP_020525640	WP_020525640|Catelliglobosispora_koreensis|Non
EXDO_bicyclic_substrates	XXXVII	YP_005461656	YP_005461656|Actinoplanes_missouriensis_431|Non
EXDO_bicyclic_substrates	XXXVII	WP_020511473	WP_020511473|Actinoplanes_globisporus|Non
EXDO_bicyclic_substrates	XXXVII	YP_001159491	YP_001159491|Salinispora_tropica_CNB-440|Non
EXDO_bicyclic_substrates	XXXVII	WP_018724631	WP_018724631|Salinispora_pacifica|Non
EXDO_bicyclic_substrates	XXXVII	WP_018738586	WP_018738586|Salinispora_pacifica|Non
EXDO_bicyclic_substrates	XXXVII	WP_018719984	WP_018719984|Salinispora_pacifica|Non
EXDO_bicyclic_substrates	XXXVII	WP_016816571	WP_016816571|Salinispora_arenicola|Non
EXDO_bicyclic_substrates	XXXVII	WP_008360171	WP_008360171|Nocardioidaceae_bacterium_Broad-1|Non
EXDO_bicyclic_substrates	XXXVII	ZP_06607644	ZP_06607644|Aeromicrobium_marinum_DSM_15272|Non
EXDO_bicyclic_substrates	XXXVII	WP_010833106	WP_010833106|Nocardioides_sp_CF8|Non
EXDO_bicyclic_substrates	XXXVII	YP_923963	YP_923963|Nocardioides_sp_JS614|Non
EXDO_bicyclic_substrates	XXXVII	WP_007627930	WP_007627930|Dietzia_cinnamea|Non
EXDO_bicyclic_substrates	XXXVII	WP_010540225	WP_010540225|Dietzia_alimentaria|Non
EXDO_bicyclic_substrates	XXXVII	WP_017835384	WP_017835384|Dietzia_sp_UCD-THP|Non
EXDO_bicyclic_substrates	XXXVII	WP_018178308	WP_018178308|Gordonia_kroppenstedtii|Non
EXDO_bicyclic_substrates	XXXVII	WP_007318251	WP_007318251|Gordonia_effusa|Non
EXDO_bicyclic_substrates	XXXVII	WP_007322339	WP_007322339|Gordonia_araii|Non
EXDO_bicyclic_substrates	XXXVII	WP_008378616	WP_008378616|Gordonia_malaquae|Non
EXDO_bicyclic_substrates	XXXVII	WP_006897259	WP_006897259|Gordonia_sihwensis|Non
EXDO_bicyclic_substrates	XXXVII	WP_005941231	WP_005941231|Gordonia_hirsuta|Non
EXDO_bicyclic_substrates	XXXVII	WP_020105090	WP_020105090|Nocardia_sp_348MFTsu5_1|Non
EXDO_bicyclic_substrates	XXXVII	WP_005193259	WP_005193259|Gordonia_amarae|Non
EXDO_bicyclic_substrates	XXXVII	WP_006898981	WP_006898981|Gordonia_paraffinivorans|Non
EXDO_bicyclic_substrates	XXXVII	WP_006435736	WP_006435736|Gordonia_amicalis|Non
EXDO_bicyclic_substrates	XXXVII	WP_005194322	WP_005194322|Gordonia_rubripertincta|Non
EXDO_bicyclic_substrates	XXXVII	YP_006667621	YP_006667621|Gordonia_sp_KTR9|Non
EXDO_bicyclic_substrates	XXXVII	WP_007620604	WP_007620604|Gordonia_soli|Non
EXDO_bicyclic_substrates	XXXVII	WP_005204141	WP_005204141|Gordonia_sputi|Non
EXDO_bicyclic_substrates	XXXVII	WP_006331980	WP_006331980|Gordonia_rhizosphera|Non
EXDO_bicyclic_substrates	XXXVII	YP_003272126	YP_003272126|Gordonia_bronchialis_DSM_43247|Non
EXDO_bicyclic_substrates	XXXVII	WP_020789938	WP_020789938|Gordonia_sp_NB4-1Y|Non
EXDO_bicyclic_substrates	XXXVII	WP_020170135	WP_020170135|Gordonia_polyisoprenivorans|Non
EXDO_bicyclic_substrates	XXXVII	AAZ80095	AAZ80095|Rhodococcus_erythropolis_ITCBP|Dhb
EXDO_bicyclic_substrates	XXXVII	AEN14611	AEN14611|Rhodococcus_sp_R04|Dhb
EXDO_bicyclic_substrates	XXXVII	WP_003935871	WP_003935871|Rhodococcus_ruber|Non
EXDO_bicyclic_substrates	XXXVII	CAA06026	CAA06026|Rhodococcus_rhodochrous|Dhb
EXDO_bicyclic_substrates	XXXVII	YP_704485	YP_704485|Rhodococcus_jostii_RHA1|Dha
EXDO_bicyclic_substrates	XXXVII	WP_020418776	WP_020418776|Amycolatopsis_sp_ATCC_39116|Non
EXDO_bicyclic_substrates	XXXVII	ZP_05478506	ZP_05478506|Streptomyces_sp_AA4|Non
EXDO_bicyclic_substrates	XXXVII	YP_008011477	YP_008011477|Amycolatopsis_orientalis_HCCB10007|Non
EXDO_bicyclic_substrates	XXXVII	YP_003764721	YP_003764721|Amycolatopsis_mediterranei_U32|Non
EXDO_bicyclic_substrates	XXXVII	YP_004492178	YP_004492178|Amycolicicoccus_subflavus_DQS3-9A1|Non
EXDO_bicyclic_substrates	XXXVII	WP_007024417	WP_007024417|Saccharomonospora_paurometabolica|Non
EXDO_bicyclic_substrates	XXXVII	WP_009153878	WP_009153878|Saccharomonospora_marina|Non
EXDO_bicyclic_substrates	XXXVII	WP_020495448	WP_020495448|Sciscionella_marina|Non
EXDO_bicyclic_substrates	XXXVII	YP_116678	YP_116678|Nocardia_farcinica_IFM_10152|Non
EXDO_bicyclic_substrates	XXXVII	YP_006805470	YP_006805470|Nocardia_brasiliensis_ATCC_700358|Non
EXDO_bicyclic_substrates	XXXVII	YP_004525107	YP_004525107|Mycobacterium_sp_JDM601|Non
EXDO_bicyclic_substrates	XXXVII	YP_007295414	YP_007295414|Mycobacterium_smegmatis_JS623|Non
EXDO_bicyclic_substrates	XXXVII	YP_001073347	YP_001073347|Mycobacterium_sp_JLS|Non
EXDO_bicyclic_substrates	XXXVII	YP_890260	YP_890260|Mycobacterium_smegmatis_MC2_155|Non
EXDO_bicyclic_substrates	XXXVII	YP_001132735	YP_001132735|Mycobacterium_gilvum_PYR-GCK|Non
EXDO_bicyclic_substrates	XXXVII	WP_003921740	WP_003921740|Mycobacterium_xenopi|Non
EXDO_bicyclic_substrates	XXXVII	NP_218085	NP_218085|Mycobacterium_tuberculosis_H37Rv|Dha
EXDO_bicyclic_substrates	XXXVII	WP_007772389	WP_007772389|Mycobacterium_colombiense|Non
EXDO_bicyclic_substrates	XXXVII	ZP_04748451	ZP_04748451|Mycobacterium_kansasii_ATCC_12478|Non
EXDO_bicyclic_substrates	XXXVII	ZP_06849045	ZP_06849045|Mycobacterium_parascrofulaceum_ATCC_BAA-614|Non
EXDO_bicyclic_substrates	XXXVII	ZP_05215066	ZP_05215066|Mycobacterium_avium_ATCC_25291|Non
EXDO_bicyclic_substrates	XXXVII	YP_001701337	YP_001701337|Mycobacterium_abscessus_ATCC_19977|Non
EXDO_bicyclic_substrates	XXXVII	WP_020100853	WP_020100853|Mycobacterium_sp_360MFTsu5_1|Non
EXDO_bicyclic_substrates	XXXVII	WP_019512556	WP_019512556|Mycobacterium_sp_VKM_Ac-1815D|Non
EXDO_bicyclic_substrates	XXXVII	WP_003882441	WP_003882441|Mycobacterium_fortuitum|Non
EXDO_bicyclic_substrates	XXXVII	WP_005138913	WP_005138913|Mycobacterium_rhodesiae|Non
EXDO_bicyclic_substrates	XXXVII	YP_003648757	YP_003648757|Tsukamurella_paurometabola_DSM_20162|Non
EXDO_bicyclic_substrates	XXXVII	WP_019931589	WP_019931589|Nocardia_sp_BMG111209|Non
EXDO_bicyclic_substrates	XXXVII	WP_019044728	WP_019044728|Nocardia_asteroides|Non
EXDO_bicyclic_substrates	XXXVII	YP_005261961	YP_005261961|Nocardia_cyriacigeorgica_GUH-2|Non
EXDO_bicyclic_substrates	XXXVII	ZP_06832635	ZP_06832635|Rhodococcus_equi_ATCC_33707|Non
EXDO_miscellaneous	I	WP_020162604	WP_020162604|Cycloclasticus_pugetii|Non
EXDO_miscellaneous	I	YP_007911042	YP_007911042|Bacillus_sp_1NLA3E|Non
EXDO_miscellaneous	I	WP_004338041	WP_004338041|Thauera_linaloolentis_47Lol|Non
EXDO_miscellaneous	I	AEO27347	AEO27347|Pseudomonas_sp_19-rlim|Cmt
EXDO_miscellaneous	I	YP_001268210	YP_001268210|Pseudomonas_putida_F1|Cmt
EXDO_miscellaneous	I	YP_557486	YP_557486|Burkholderia_xenovorans_LB400|Cmt
EXDO_miscellaneous	I	WP_008246039	WP_008246039|gamma_proteobacterium_BDW918|Non
EXDO_miscellaneous	I	YP_001262256	YP_001262256|Sphingomonas_wittichii_RW1|Non
EXDO_miscellaneous	I	WP_017776860	WP_017776860|Burkholderia_kururiensis|Non
EXDO_miscellaneous	I	WP_007738068	WP_007738068|Burkholderia_sp_BT03|Non
EXDO_miscellaneous	I	WP_020638685	WP_020638685|Amycolatopsis_balhimycina|Non
EXDO_miscellaneous	I	WP_010804872	WP_010804872|Pandoraea_sp_SD6-2|Non
EXDO_miscellaneous	I	WP_018439462	WP_018439462|Burkholderia_sp_JPY347|Non
EXDO_miscellaneous	I	NP_522449	NP_522449|Ralstonia_solanacearum_GMI1000|Non
EXDO_miscellaneous	I	EPS00228	EPS00228|Ralstonia_solanacearum_SD54|Non
EXDO_miscellaneous	I	WP_008157152	WP_008157152|Pseudomonas_sp_GM41|Non
EXDO_miscellaneous	I	WP_019470816	WP_019470816|Pseudomonas_sp_S13_1_2|Non
EXDO_miscellaneous	I	AFN52421	AFN52421|Pseudomonas_reinekei_MT1|Dbz
EXDO_miscellaneous	I	WP_017522678	WP_017522678|Pusillimonas_noertemannii|Non
EXDO_miscellaneous	I	WP_006224129	WP_006224129|Achromobacter_piechaudii_HLE|Non
EXDO_miscellaneous	I	YP_003978561	YP_003978561|Achromobacter_xylosoxidans_A8|Non
EXDO_miscellaneous	I	YP_004688768	YP_004688768|Cupriavidus_necator_N-1|Non
EXDO_miscellaneous	I	WP_009770847	WP_009770847|Burkholderia_terrae_BS001|Non
EXDO_miscellaneous	I	WP_004260542	WP_004260542|Thauera_sp_63|Non
EXDO_miscellaneous	I	WP_018690132	WP_018690132|Ahrensia_kielensis|Non
EXDO_miscellaneous	I	WP_019401400	WP_019401400|Chelatococcus_sp_GW1|Non
EXDO_miscellaneous	I	WP_009452825	WP_009452825|Nitratireductor_indicus_C115|Non
EXDO_miscellaneous	I	WP_008596238	WP_008596238|Nitratireductor_pacificus|Non
EXDO_miscellaneous	I	WP_018698686	WP_018698686|Amorphus_coralli|Non
EXDO_miscellaneous	I	YP_006382082	YP_006382082|Tistrella_mobilis_KA081020-065|Non
EXDO_miscellaneous	I	YP_002540403	YP_002540403|Agrobacterium_radiobacter_K84|Non
EXDO_miscellaneous	I	WP_007582717	WP_007582717|Burkholderia_terrae_BS001|Non
EXDO_miscellaneous	I	BAA82122	BAA82122|Rhodopseudomonas_palustris|Cmt
EXDO_miscellaneous	I	WP_007862039	WP_007862039|Acidovorax_sp_CF316|Non
EXDO_miscellaneous	I	WP_008734261	WP_008734261|Alcanivorax_pacificus_W11-5|Non
EXDO_miscellaneous	I	WP_003463098	WP_003463098|Pseudomonas_pseudoalcaligenes_CECT_5344|Non
EXDO_miscellaneous	I	WP_008172184	WP_008172184|Marinobacter_manganoxydans_MnI7-9|Non
EXDO_miscellaneous	I	WP_008252792	WP_008252792|gamma_proteobacterium_BDW918|Non
EXDO_miscellaneous	I	YP_002540402	YP_002540402|Agrobacterium_radiobacter_K84|Non
EXDO_miscellaneous	I	WP_017544662	WP_017544662|Nocardiopsis_prasina|Non
EXDO_miscellaneous	I	WP_020541063	WP_020541063|Nonomuraea_coxensis|Non
EXDO_miscellaneous	I	ZP_06415742	ZP_06415742|Frankia_sp_EUN1f|Non
EXDO_miscellaneous	I	WP_018180650	WP_018180650|Gordonia_kroppenstedtii|Non
EXDO_miscellaneous	I	ADI04651	ADI04651|Streptomyces_bingchenggensis_BCW-1|Non
EXDO_miscellaneous	I	WP_020124136	WP_020124136|Streptomyces_canus|Non
EXDO_miscellaneous	I	YP_001072473	YP_001072473|Mycobacterium_sp_JLS|Non
EXDO_miscellaneous	I	ZP_05225100	ZP_05225100|Mycobacterium_intracellulare_ATCC_13950|Non
EXDO_miscellaneous	I	WP_018690133	WP_018690133|Ahrensia_kielensis|Non
EXDO_miscellaneous	I	WP_018698685	WP_018698685|Amorphus_coralli|Non
EXDO_miscellaneous	I	WP_008596237	WP_008596237|Nitratireductor_pacificus|Non
